,0,1,2,3
6826,1,12.0,0.0,4
6827,1,4.0,177024.0,4
6828,1,9.0,2105353.0,3
6829,1,4.0,3816445.0,4
6830,1,19.0,0.0,4
6831,1,17.0,1258464.0,3
6832,3,12.0,404990.0,2
6833,1,17.0,239561.0,3
6834,1,20.0,3105837.0,6
6835,1,9.0,53679.0,3
6836,1,17.0,0.0,4
6837,1,17.0,0.0,4
6838,1,18.0,4774.0,3
6839,1,9.0,18867.0,2
6840,1,15.0,377.0,2
6841,1,12.0,1076090.0,2
6842,3,11.0,1575402.0,4
6843,1,12.0,4002.0,4
6844,1,13.0,211712.0,2
6845,3,18.0,369455.0,4
6846,1,19.0,0.0,2
6847,1,15.0,789714.0,2
6848,1,9.0,14721.0,3
6849,1,17.0,277216.0,4
6850,1,17.0,1258464.0,3
6851,3,18.0,0.0,3
6852,3,12.0,404990.0,2
6853,1,17.0,239561.0,3
6854,1,4.0,11045.0,2
6855,1,19.0,683141.0,7
6856,3,19.0,1428783.0,4
6857,1,9.0,7879216.0,6
6858,3,17.0,178661.0,4
6859,1,9.0,1608590.0,5
6860,3,17.0,25185.0,4
6861,2,19.0,101.0,5
6862,1,13.0,100.0,4
6863,1,19.0,0.0,4
6864,3,14.0,889400.0,4
6865,3,16.0,40412.0,2
6866,1,4.0,619010.0,3
6867,1,9.0,183383.0,3
6868,1,17.0,780.0,6
6869,3,12.0,1693042.0,3
6870,1,18.0,315.0,3
6871,3,16.0,2770522.0,3
6872,1,19.0,755835.0,4
6873,1,9.0,113335.0,3
6874,3,17.0,310262.0,2
6875,1,12.0,47049.0,2
6876,1,5.0,0.0,2
6877,2,13.0,0.0,7
6878,3,7.0,1778172.0,6
6879,1,9.0,2780796.0,5
6880,1,19.0,303.0,4
6881,3,12.0,1724151.0,5
6882,3,8.0,1330853.0,5
6883,1,19.0,8848.0,4
6884,3,17.0,751987.0,4
6885,1,4.0,412563.0,6
6886,1,16.0,3077504.0,4
6887,1,14.0,1144.0,4
6888,1,19.0,4548774.0,6
6889,1,12.0,9363.0,4
6890,1,12.0,3508.0,2
6891,1,12.0,380023.0,4
6892,3,5.0,741262.0,2
6893,1,13.0,364616.0,2
6894,1,9.0,184685.0,3
6895,3,19.0,631109.0,3
6896,3,17.0,142573.0,2
6897,1,5.0,7135.0,2
6898,1,17.0,55.0,3
6899,1,3.0,3062.0,2
6900,3,5.0,601458.0,2
6901,2,12.0,162915.0,2
6902,3,9.0,696251.0,2
6903,3,12.0,122405.0,4
6904,1,19.0,105.0,3
6905,3,12.0,268945.0,3
6906,1,9.0,190218.0,2
6907,0,17.0,0.0,6
6908,1,15.0,496264.0,4
6909,1,19.0,173758.0,6
6910,1,9.0,58790.0,4
6911,1,17.0,2605774.0,6
6912,3,17.0,1686913.0,4
6913,2,17.0,103844.0,4
6914,1,17.0,0.0,3
6915,1,17.0,992891.0,3
6916,3,8.0,358958.0,4
6917,1,4.0,0.0,4
6918,1,12.0,32517.0,4
6919,1,17.0,27208.0,4
6920,1,19.0,5431.0,2
6921,3,12.0,200759.0,2
6922,1,12.0,581565.0,3
6923,1,18.0,473946.0,3
6924,1,17.0,1055196.0,3
6925,3,12.0,804920.0,3
6926,1,9.0,34498.0,4
6927,1,5.0,47721.0,3
6928,3,12.0,1666785.0,2
6929,3,16.0,1836913.0,3
6930,1,9.0,4157.0,2
6931,1,17.0,668979.0,3
6932,1,19.0,272601.0,3
6933,1,19.0,361115.0,3
6934,3,12.0,274907.0,3
6935,1,19.0,27050.0,3
6936,1,19.0,90117.0,3
6937,3,12.0,162843.0,3
6938,1,19.0,108795.0,2
6939,1,5.0,4686.0,2
6940,1,19.0,0.0,5
6941,1,17.0,54497222.0,5
6942,3,8.0,308717.0,4
6943,1,12.0,232165.0,4
6944,1,9.0,7560511.0,6
6945,1,18.0,4774.0,3
6946,3,9.0,207130.0,4
6947,1,12.0,752884.0,4
6948,1,19.0,0.0,5
6949,3,12.0,11695.0,3
6950,1,12.0,95676.0,3
6951,1,19.0,0.0,3
6952,1,19.0,148.0,2
6953,1,5.0,0.0,1
6954,1,17.0,239561.0,3
6955,1,9.0,564.0,2
6956,3,17.0,4216.0,3
6957,3,19.0,1428783.0,4
6958,2,9.0,39133.0,5
6959,1,9.0,7879216.0,6
6960,1,12.0,101.0,4
6961,1,12.0,5739.0,5
6962,1,17.0,4158.0,3
6963,3,14.0,889400.0,4
6964,1,18.0,148751.0,4
6965,3,12.0,236819.0,3
6966,3,19.0,1972155.0,4
6967,1,17.0,780.0,6
6968,3,17.0,1304258.0,4
6969,1,12.0,73322.0,3
6970,1,13.0,282.0,2
6971,3,16.0,2770522.0,3
6972,1,19.0,755835.0,4
6973,1,9.0,1145104.0,2
6974,1,19.0,254.0,3
6975,1,9.0,113335.0,3
6976,1,14.0,6579.0,2
6977,3,5.0,390309.0,2
6978,3,12.0,268945.0,3
6979,1,15.0,496264.0,4
6980,1,15.0,13940.0,4
6981,1,9.0,6416.0,4
6982,1,17.0,1275367.0,6
6983,1,17.0,992891.0,3
6984,1,19.0,332.0,4
6985,3,12.0,363860.0,3
6986,1,17.0,1055196.0,3
6987,3,19.0,67146.0,3
6988,1,13.0,272644.0,3
6989,1,19.0,361115.0,3
6990,3,17.0,1044875.0,3
6991,1,13.0,763934.0,3
6992,3,12.0,274907.0,3
6993,3,12.0,162843.0,3
6994,1,19.0,108795.0,2
6995,3,17.0,899639.0,4
6996,3,8.0,1330853.0,5
6997,3,17.0,751987.0,4
6998,1,19.0,4548774.0,6
6999,1,19.0,45985.0,3
7000,3,19.0,492945.0,3
7001,3,5.0,741262.0,2
7002,1,19.0,851024.0,3
7003,1,17.0,104.0,2
7004,3,19.0,631109.0,3
7005,1,12.0,35503.0,2
7006,3,9.0,696251.0,2
7007,1,14.0,724.0,2
7008,1,19.0,0.0,2
7009,1,9.0,5158.0,3
7010,1,12.0,0.0,2
7011,3,12.0,668522.0,6
7012,3,19.0,1428783.0,4
7013,1,9.0,14198.0,5
7014,1,15.0,886844.0,5
7015,1,12.0,298499.0,4
7016,3,19.0,29956.0,2
7017,1,19.0,0.0,4
7018,3,14.0,889400.0,4
7019,1,17.0,780.0,6
7020,3,16.0,2770522.0,3
7021,1,19.0,254.0,3
7022,1,9.0,113335.0,3
7023,1,15.0,496264.0,4
7024,1,9.0,71182.0,6
7025,3,17.0,524724.0,5
7026,1,17.0,208208.0,4
7027,1,15.0,995596.0,3
7028,1,17.0,992891.0,3
7029,3,8.0,358958.0,4
7030,1,3.0,1937068.0,5
7031,1,12.0,71189.0,3
7032,3,12.0,363860.0,3
7033,1,19.0,454588.0,5
7034,3,19.0,67146.0,3
7035,1,19.0,49485.0,2
7036,1,17.0,668979.0,3
7037,1,19.0,361115.0,3
7038,3,12.0,162843.0,3
7039,1,17.0,54497222.0,5
7040,3,8.0,308717.0,4
7041,3,19.0,1453386.0,4
7042,1,9.0,1020.0,4
7043,1,9.0,18867.0,2
7044,3,9.0,207130.0,4
7045,1,19.0,445363.0,4
7046,1,12.0,326296.0,2
7047,1,17.0,2672358.0,4
7048,2,12.0,361408.0,3
7049,1,4.0,3816445.0,4
7050,2,9.0,565073.0,3
7051,3,12.0,404990.0,2
7052,1,12.0,15701.0,2
7053,1,9.0,4730.0,2
7054,1,13.0,3501210.0,2
7055,1,5.0,0.0,2
7056,2,19.0,32662101.0,7
7057,1,9.0,0.0,7
7058,3,8.0,1330853.0,5
7059,3,17.0,751987.0,4
7060,3,9.0,174700.0,5
7061,1,19.0,4548774.0,6
7062,3,19.0,25295.0,6
7063,1,19.0,45985.0,3
7064,1,9.0,12730.0,3
7065,1,19.0,6158159.0,4
7066,1,13.0,364616.0,2
7067,3,19.0,631109.0,3
7068,1,9.0,20334.0,2
7069,1,19.0,2484.0,2
7070,2,12.0,162915.0,2
7071,3,9.0,696251.0,2
7072,1,9.0,89.0,3
7073,1,12.0,0.0,2
7074,3,12.0,122405.0,4
7075,1,20.0,100.0,2
7076,3,12.0,668522.0,6
7077,3,19.0,1428783.0,4
7078,1,15.0,886844.0,5
7079,1,9.0,1085994.0,4
7080,3,14.0,889400.0,4
7081,1,14.0,9384.0,3
7082,1,19.0,961116.0,3
7083,1,9.0,183383.0,3
7084,3,14.0,879992.0,3
7085,1,17.0,780.0,6
7086,3,17.0,1304258.0,4
7087,1,12.0,73322.0,3
7088,1,12.0,106915.0,4
7089,1,15.0,545069.0,3
7090,1,19.0,61657.0,3
7091,1,9.0,113335.0,3
7092,1,17.0,115985.0,2
7093,1,12.0,47049.0,2
7094,1,13.0,0.0,2
7095,3,8.0,308717.0,4
7096,3,19.0,1453386.0,4
7097,3,12.0,11478.0,4
7098,1,12.0,164982.0,5
7099,1,9.0,43149.0,5
7100,1,19.0,142572.0,4
7101,1,19.0,445363.0,4
7102,3,12.0,404990.0,2
7103,1,18.0,102795.0,3
7104,3,7.0,1778172.0,6
7105,1,17.0,19653.0,6
7106,3,8.0,1330853.0,5
7107,1,19.0,8848.0,4
7108,3,12.0,268945.0,3
7109,1,19.0,0.0,6
7110,1,15.0,4082.0,5
7111,2,17.0,103844.0,4
7112,1,17.0,992891.0,3
7113,3,8.0,358958.0,4
7114,1,17.0,309.0,3
7115,1,3.0,1937068.0,5
7116,1,17.0,27208.0,4
7117,1,12.0,88919.0,3
7118,1,12.0,71189.0,3
7119,3,12.0,363860.0,3
7120,1,19.0,361115.0,3
7121,3,12.0,274907.0,3
7122,1,19.0,108795.0,2
7123,3,19.0,4325378.0,2
7124,1,19.0,116378.0,5
7125,1,19.0,122759.0,4
7126,1,9.0,553.0,5
7127,1,19.0,4548774.0,6
7128,3,19.0,25295.0,6
7129,1,19.0,7059.0,4
7130,1,5.0,4655.0,3
7131,1,18.0,2994755.0,4
7132,1,15.0,4526.0,3
7133,3,19.0,631109.0,3
7134,1,13.0,10783.0,2
7135,1,17.0,10836.0,2
7136,3,9.0,696251.0,2
7137,3,12.0,122405.0,4
7138,1,15.0,60975.0,6
7139,1,9.0,54523.0,6
7140,1,12.0,27144.0,5
7141,1,17.0,54497222.0,5
7142,3,8.0,308717.0,4
7143,3,12.0,11478.0,4
7144,1,9.0,18867.0,2
7145,1,13.0,0.0,4
7146,3,19.0,308335.0,5
7147,1,19.0,445363.0,4
7148,3,18.0,206684.0,4
7149,3,12.0,404990.0,2
7150,1,18.0,102795.0,3
7151,3,12.0,268945.0,3
7152,1,15.0,232657.0,6
7153,1,19.0,2906155.0,6
7154,1,17.0,1819014.0,6
7155,1,19.0,2960029.0,5
7156,1,9.0,58790.0,4
7157,3,17.0,524724.0,5
7158,1,17.0,992891.0,3
7159,1,15.0,0.0,4
7160,1,11.0,195.0,4
7161,1,17.0,27208.0,4
7162,3,19.0,289035.0,4
7163,1,12.0,88919.0,3
7164,1,12.0,71189.0,3
7165,3,12.0,363860.0,3
7166,1,17.0,1055196.0,3
7167,1,9.0,82663.0,3
7168,1,9.0,724847.0,4
7169,1,19.0,108795.0,2
7170,3,19.0,4325378.0,2
7171,3,12.0,668522.0,6
7172,1,12.0,77284.0,6
7173,3,19.0,1428783.0,4
7174,3,17.0,697393.0,6
7175,1,15.0,2140926.0,5
7176,1,14.0,0.0,4
7177,1,15.0,886844.0,5
7178,3,14.0,889400.0,4
7179,1,9.0,183383.0,3
7180,1,17.0,0.0,3
7181,1,12.0,73322.0,3
7182,1,19.0,791040.0,4
7183,1,18.0,315.0,3
7184,3,16.0,2770522.0,3
7185,1,19.0,755835.0,4
7186,1,9.0,113335.0,3
7187,1,19.0,2327999.0,2
7188,1,12.0,47049.0,2
7189,3,5.0,1817475.0,2
7190,1,17.0,19653.0,6
7191,3,12.0,323495.0,6
7192,1,19.0,8848.0,4
7193,3,19.0,25295.0,6
7194,1,19.0,45985.0,3
7195,1,9.0,60482.0,3
7196,1,15.0,108817.0,5
7197,3,19.0,492945.0,3
7198,1,17.0,118004.0,3
7199,1,13.0,364616.0,2
7200,3,19.0,631109.0,3
7201,3,9.0,696251.0,2
7202,1,17.0,0.0,3
7203,1,18.0,37345.0,6
7204,1,19.0,2138388.0,4
7205,3,8.0,308717.0,4
7206,3,12.0,11478.0,4
7207,1,19.0,0.0,5
7208,3,19.0,308335.0,5
7209,1,19.0,445363.0,4
7210,1,12.0,4002.0,4
7211,1,5.0,996.0,2
7212,1,17.0,276809.0,3
7213,1,5.0,1457.0,3
7214,3,19.0,21118.0,2
7215,1,19.0,601096.0,4
7216,1,18.0,102795.0,3
7217,3,19.0,161477.0,3
7218,1,12.0,58166.0,3
7219,1,19.0,2856992.0,6
7220,3,19.0,1428783.0,4
7221,1,9.0,0.0,4
7222,1,19.0,407.0,5
7223,1,15.0,886844.0,5
7224,3,19.0,29956.0,2
7225,1,12.0,0.0,2
7226,1,9.0,1085994.0,4
7227,3,14.0,889400.0,4
7228,3,16.0,40412.0,2
7229,1,1.0,83443.0,3
7230,1,9.0,35960.0,4
7231,1,17.0,0.0,2
7232,1,9.0,183383.0,3
7233,3,14.0,879992.0,3
7234,1,17.0,0.0,3
7235,3,12.0,1693042.0,3
7236,1,12.0,73322.0,3
7237,1,18.0,315.0,3
7238,3,16.0,2770522.0,3
7239,1,19.0,755835.0,4
7240,1,9.0,1145104.0,2
7241,1,9.0,113335.0,3
7242,3,17.0,310262.0,2
7243,1,12.0,47049.0,2
7244,3,5.0,390309.0,2
7245,3,5.0,1817475.0,2
7246,3,12.0,168278.0,8
7247,3,12.0,662764.0,4
7248,1,13.0,1553.0,5
7249,1,19.0,18390.0,6
7250,3,17.0,1686913.0,4
7251,3,12.0,2022913.0,5
7252,1,9.0,6948282.0,4
7253,1,17.0,992891.0,3
7254,2,8.0,358958.0,4
7255,2,19.0,5381167.0,4
7256,3,19.0,289035.0,4
7257,1,12.0,71189.0,3
7258,1,12.0,0.0,2
7259,3,12.0,363860.0,3
7260,1,18.0,1082426.0,4
7261,1,17.0,1055196.0,3
7262,3,16.0,1836913.0,3
7263,1,19.0,0.0,4
7264,1,9.0,724847.0,4
7265,3,12.0,274907.0,3
7266,1,19.0,0.0,0
7267,2,7.0,1365732.0,3
7268,1,13.0,4755.0,2
7269,1,19.0,108795.0,2
7270,3,19.0,4325378.0,2
7271,1,19.0,2316267.0,7
7272,3,7.0,1778172.0,6
7273,1,17.0,19653.0,6
7274,3,12.0,323495.0,6
7275,3,19.0,710659.0,5
7276,1,17.0,148699.0,4
7277,1,19.0,5791326.0,4
7278,3,8.0,1330853.0,5
7279,1,19.0,116378.0,5
7280,3,19.0,25295.0,6
7281,1,19.0,45985.0,3
7282,1,5.0,4655.0,3
7283,1,14.0,14560.0,4
7284,1,9.0,93.0,4
7285,1,13.0,364616.0,2
7286,1,19.0,0.0,3
7287,3,19.0,631109.0,3
7288,3,9.0,1073358.0,4
7289,3,5.0,0.0,2
7290,1,12.0,815535.0,3
7291,3,9.0,696251.0,2
7292,3,12.0,122405.0,4
7293,3,17.0,4216.0,3
7294,3,19.0,1428783.0,4
7295,3,15.0,104920.0,6
7296,3,14.0,889400.0,4
7297,1,1.0,83443.0,3
7298,1,9.0,35960.0,4
7299,1,12.0,65130.0,3
7300,1,9.0,183383.0,3
7301,1,12.0,73322.0,3
7302,1,19.0,438449.0,2
7303,3,16.0,2770522.0,3
7304,1,19.0,755835.0,4
7305,1,12.0,47049.0,2
7306,3,5.0,390309.0,2
7307,3,5.0,1817475.0,2
7308,3,12.0,268945.0,3
7309,3,12.0,662764.0,4
7310,1,13.0,1553.0,5
7311,3,13.0,653907.0,4
7312,3,12.0,2022913.0,5
7313,3,18.0,2622533.0,4
7314,1,17.0,992891.0,3
7315,1,17.0,27208.0,4
7316,1,12.0,88919.0,3
7317,1,12.0,71189.0,3
7318,1,12.0,581565.0,3
7319,3,12.0,363860.0,3
7320,1,18.0,1082426.0,4
7321,1,17.0,1055196.0,3
7322,3,17.0,274692.0,3
7323,1,17.0,668979.0,3
7324,3,17.0,1044875.0,3
7325,2,7.0,1365732.0,3
7326,3,19.0,4325378.0,2
7327,1,18.0,37345.0,6
7328,1,17.0,54497222.0,5
7329,1,19.0,799.0,4
7330,3,8.0,308717.0,4
7331,3,12.0,11478.0,4
7332,1,9.0,18867.0,2
7333,3,19.0,308335.0,5
7334,1,19.0,445363.0,4
7335,1,12.0,4002.0,4
7336,1,13.0,211712.0,2
7337,1,12.0,326296.0,2
7338,3,12.0,11695.0,3
7339,3,19.0,21118.0,2
7340,1,18.0,102795.0,3
7341,0,9.0,0.0,7
7342,1,14.0,42783.0,2
7343,3,12.0,323495.0,6
7344,1,19.0,303.0,4
7345,3,19.0,710659.0,5
7346,1,17.0,148699.0,4
7347,3,9.0,174700.0,5
7348,1,14.0,8938.0,3
7349,1,12.0,9363.0,4
7350,1,19.0,45985.0,3
7351,1,9.0,0.0,3
7352,1,5.0,4655.0,3
7353,1,17.0,13855.0,3
7354,3,12.0,10866373.0,5
7355,3,19.0,631109.0,3
7356,1,13.0,10783.0,2
7357,1,12.0,815535.0,3
7358,3,9.0,696251.0,2
7359,1,19.0,8996869.0,6
7360,1,18.0,37345.0,6
7361,3,18.0,1266028.0,7
7362,1,19.0,36542.0,5
7363,3,9.0,588258.0,5
7364,3,8.0,308717.0,4
7365,3,12.0,11478.0,4
7366,1,12.0,4002.0,4
7367,3,17.0,505.0,5
7368,1,13.0,211712.0,2
7369,1,12.0,326296.0,2
7370,3,12.0,11695.0,3
7371,1,19.0,101.0,3
7372,3,12.0,404990.0,2
7373,1,18.0,102795.0,3
7374,1,19.0,222417.0,3
7375,1,12.0,803.0,3
7376,3,12.0,668522.0,6
7377,3,19.0,1428783.0,4
7378,1,9.0,1085994.0,4
7379,3,14.0,889400.0,4
7380,1,9.0,35960.0,4
7381,1,12.0,65130.0,3
7382,3,17.0,497045.0,2
7383,1,9.0,183383.0,3
7384,3,19.0,1972155.0,4
7385,3,14.0,879992.0,3
7386,1,12.0,73322.0,3
7387,1,14.0,0.0,3
7388,1,19.0,438449.0,2
7389,3,16.0,2770522.0,3
7390,1,19.0,755835.0,4
7391,3,9.0,0.0,3
7392,3,17.0,310262.0,2
7393,1,17.0,115985.0,2
7394,1,5.0,11946.0,2
7395,3,5.0,1817475.0,2
7396,2,19.0,994466.0,3
7397,1,19.0,1884077.0,5
7398,1,17.0,992891.0,3
7399,2,8.0,358958.0,4
7400,1,17.0,27208.0,4
7401,1,12.0,581565.0,3
7402,3,12.0,363860.0,3
7403,1,18.0,473946.0,3
7404,1,19.0,744638.0,3
7405,1,17.0,1055196.0,3
7406,1,5.0,2545516.0,2
7407,1,12.0,0.0,3
7408,3,19.0,4325378.0,2
7409,3,7.0,1778172.0,6
7410,1,17.0,19653.0,6
7411,3,12.0,323495.0,6
7412,1,19.0,303.0,4
7413,3,17.0,899639.0,4
7414,3,19.0,710659.0,5
7415,1,17.0,148699.0,4
7416,3,19.0,5429073.0,5
7417,3,8.0,1330853.0,5
7418,3,9.0,174700.0,5
7419,1,19.0,45985.0,3
7420,1,5.0,4655.0,3
7421,1,19.0,851024.0,3
7422,3,19.0,631109.0,3
7423,1,13.0,10783.0,2
7424,1,17.0,66701.0,3
7425,1,12.0,815535.0,3
7426,3,9.0,696251.0,2
7427,1,18.0,37345.0,6
7428,1,17.0,54497222.0,5
7429,3,8.0,308717.0,4
7430,3,12.0,3083441.0,4
7431,1,19.0,1048.0,3
7432,3,19.0,308335.0,5
7433,1,12.0,4002.0,4
7434,2,12.0,361408.0,3
7435,1,19.0,148.0,2
7436,1,19.0,101.0,3
7437,1,11.0,0.0,4
7438,1,18.0,102795.0,3
7439,1,12.0,58166.0,3
7440,1,19.0,222417.0,3
7441,1,12.0,803.0,3
7442,1,8.0,1878476.0,7
7443,3,19.0,1428783.0,4
7444,1,12.0,1116626.0,5
7445,1,19.0,407.0,5
7446,1,15.0,886844.0,5
7447,1,17.0,316093.0,6
7448,3,17.0,25185.0,4
7449,3,15.0,104920.0,6
7450,3,14.0,889400.0,4
7451,1,9.0,35960.0,4
7452,1,9.0,2104.0,3
7453,3,17.0,497045.0,2
7454,1,15.0,2312895.0,4
7455,1,9.0,183383.0,3
7456,1,17.0,0.0,3
7457,1,12.0,73322.0,3
7458,1,17.0,81501.0,3
7459,1,19.0,438449.0,2
7460,1,17.0,152680.0,2
7461,3,16.0,2770522.0,3
7462,3,12.0,735872.0,3
7463,1,19.0,8277.0,3
7464,1,17.0,115985.0,2
7465,3,5.0,1817475.0,2
7466,3,12.0,268945.0,3
7467,3,12.0,662764.0,4
7468,3,17.0,524724.0,5
7469,1,19.0,1884077.0,5
7470,1,9.0,289312.0,6
7471,1,17.0,992891.0,3
7472,3,12.0,509030.0,4
7473,1,12.0,88919.0,3
7474,1,12.0,581565.0,3
7475,3,12.0,363860.0,3
7476,1,18.0,1082426.0,4
7477,1,17.0,1055196.0,3
7478,3,12.0,804920.0,3
7479,1,16.0,173118.0,3
7480,1,19.0,108795.0,2
7481,3,19.0,4325378.0,2
7482,3,12.0,323495.0,6
7483,1,19.0,303.0,4
7484,3,19.0,710659.0,5
7485,1,17.0,148699.0,4
7486,1,17.0,1180630.0,5
7487,3,9.0,174700.0,5
7488,1,12.0,9363.0,4
7489,1,9.0,2537809.0,4
7490,3,19.0,492945.0,3
7491,1,9.0,69489.0,3
7492,3,19.0,1171733.0,3
7493,3,19.0,631109.0,3
7494,1,19.0,354036.0,2
7495,3,9.0,696251.0,2
7496,1,5.0,462239.0,2
7497,1,17.0,273879.0,6
7498,1,17.0,926178.0,5
7499,1,17.0,992891.0,3
7500,1,11.0,195.0,4
7501,1,17.0,27208.0,4
7502,1,12.0,71189.0,3
7503,1,17.0,78489.0,4
7504,1,12.0,581565.0,3
7505,1,17.0,1055196.0,3
7506,3,19.0,182.0,3
7507,1,19.0,108795.0,2
7508,3,9.0,1638.0,2
7509,3,19.0,4325378.0,2
7510,1,17.0,0.0,7
7511,1,18.0,37345.0,6
7512,3,18.0,1266028.0,7
7513,1,19.0,15218.0,5
7514,1,19.0,11739.0,5
7515,2,17.0,398550.0,5
7516,3,8.0,308717.0,4
7517,1,19.0,148.0,2
7518,1,12.0,26485.0,2
7519,3,12.0,404990.0,2
7520,1,18.0,102795.0,3
7521,1,13.0,208.0,2
7522,1,12.0,803.0,3
7523,1,13.0,500520.0,4
7524,3,19.0,1428783.0,4
7525,1,19.0,3094941.0,5
7526,1,12.0,0.0,4
7527,1,15.0,2140926.0,5
7528,3,14.0,889400.0,4
7529,3,12.0,236819.0,3
7530,1,19.0,1141033.0,5
7531,1,12.0,73322.0,3
7532,1,17.0,81501.0,3
7533,1,19.0,59.0,2
7534,1,19.0,438449.0,2
7535,3,16.0,2770522.0,3
7536,1,19.0,8277.0,3
7537,3,5.0,1817475.0,2
7538,1,16.0,0.0,6
7539,3,19.0,710659.0,5
7540,1,17.0,148699.0,4
7541,1,17.0,1180630.0,5
7542,3,8.0,1330853.0,5
7543,1,15.0,0.0,4
7544,1,17.0,3264278.0,3
7545,1,18.0,0.0,3
7546,1,12.0,9363.0,4
7547,3,19.0,25295.0,6
7548,3,5.0,741262.0,2
7549,1,13.0,364616.0,2
7550,3,19.0,631109.0,3
7551,1,17.0,31532.0,4
7552,3,19.0,610309.0,2
7553,3,13.0,10783.0,2
7554,1,12.0,815535.0,3
7555,3,17.0,4216.0,3
7556,1,12.0,0.0,2
7557,3,12.0,668522.0,6
7558,1,17.0,360608.0,6
7559,1,13.0,500520.0,4
7560,3,19.0,1428783.0,4
7561,3,19.0,479038.0,4
7562,1,12.0,2357.0,2
7563,1,19.0,1514935.0,5
7564,3,14.0,889400.0,4
7565,1,19.0,33956.0,3
7566,1,9.0,35960.0,4
7567,1,19.0,1141033.0,5
7568,1,9.0,183383.0,3
7569,3,14.0,879992.0,3
7570,1,17.0,1100578.0,3
7571,3,17.0,1304258.0,4
7572,3,12.0,880703.0,3
7573,1,12.0,73322.0,3
7574,1,19.0,438449.0,2
7575,1,18.0,315.0,3
7576,3,19.0,0.0,4
7577,3,16.0,2770522.0,3
7578,1,12.0,545069.0,3
7579,1,9.0,1145104.0,2
7580,3,17.0,310262.0,2
7581,1,12.0,47049.0,2
7582,3,5.0,390309.0,2
7583,1,9.0,1530370.0,6
7584,1,14.0,169896.0,5
7585,1,17.0,148699.0,4
7586,1,17.0,1180630.0,5
7587,1,19.0,8848.0,4
7588,1,15.0,0.0,4
7589,3,9.0,174700.0,5
7590,1,12.0,9363.0,4
7591,3,19.0,25295.0,6
7592,1,4.0,0.0,4
7593,1,19.0,34536.0,3
7594,3,19.0,3766721.0,5
7595,1,19.0,2690168.0,4
7596,3,19.0,631109.0,3
7597,2,7.0,2075475.0,2
7598,1,13.0,90562.0,4
7599,3,13.0,10783.0,2
7600,1,12.0,815535.0,3
7601,1,5.0,462239.0,2
7602,3,12.0,122405.0,4
7603,1,17.0,1819014.0,6
7604,1,17.0,273879.0,6
7605,1,17.0,926178.0,5
7606,3,17.0,1686913.0,4
7607,3,12.0,2022913.0,5
7608,1,17.0,27208.0,4
7609,1,12.0,71189.0,3
7610,1,18.0,1082426.0,4
7611,1,17.0,1055196.0,3
7612,3,17.0,274692.0,3
7613,1,14.0,3648.0,3
7614,1,5.0,0.0,2
7615,1,9.0,2739.0,4
7616,3,12.0,81243.0,3
7617,1,17.0,2726031.0,3
7618,3,12.0,274907.0,3
7619,1,19.0,108795.0,2
7620,3,19.0,4325378.0,2
7621,1,9.0,20455750.0,7
7622,1,17.0,0.0,7
7623,1,18.0,37345.0,6
7624,1,17.0,54497222.0,5
7625,1,4.0,4776.0,4
7626,1,17.0,1005.0,4
7627,3,11.0,1575402.0,4
7628,1,9.0,1287138.0,4
7629,1,12.0,4002.0,4
7630,1,12.0,326296.0,2
7631,1,9.0,452911.0,3
7632,1,12.0,114.0,4
7633,1,12.0,27338.0,3
7634,1,19.0,148.0,2
7635,1,9.0,0.0,2
7636,1,17.0,583486.0,4
7637,1,17.0,57128.0,3
7638,3,18.0,206684.0,4
7639,1,12.0,58166.0,3
7640,1,17.0,2450563.0,6
7641,1,12.0,0.0,2
7642,1,12.0,803.0,3
7643,3,12.0,668522.0,6
7644,1,4.0,23958772.0,7
7645,1,13.0,500520.0,4
7646,1,12.0,6462641.0,5
7647,1,19.0,1517523.0,4
7648,2,19.0,2900826.0,5
7649,3,14.0,889400.0,4
7650,1,9.0,35960.0,4
7651,1,9.0,183383.0,3
7652,3,17.0,1304258.0,4
7653,3,12.0,880703.0,3
7654,1,17.0,81501.0,3
7655,1,13.0,1297630.0,3
7656,1,19.0,438449.0,2
7657,1,18.0,315.0,3
7658,3,16.0,2770522.0,3
7659,1,19.0,755835.0,4
7660,1,19.0,35883.0,3
7661,1,12.0,47049.0,2
7662,3,5.0,1817475.0,2
7663,1,12.0,1220.0,5
7664,3,9.0,5932744.0,6
7665,3,17.0,95778.0,5
7666,1,19.0,0.0,4
7667,3,4.0,0.0,4
7668,1,17.0,27208.0,4
7669,1,12.0,88919.0,3
7670,1,12.0,71189.0,3
7671,1,18.0,1082426.0,4
7672,1,17.0,1055196.0,3
7673,1,14.0,3648.0,3
7674,3,15.0,2160529.0,3
7675,3,12.0,81243.0,3
7676,3,12.0,274907.0,3
7677,1,19.0,108795.0,2
7678,3,19.0,4325378.0,2
7679,1,,0.0,4
7680,1,17.0,19653.0,6
7681,3,17.0,899639.0,4
7682,1,17.0,148699.0,4
7683,1,19.0,8848.0,4
7684,3,9.0,174700.0,5
7685,1,18.0,220616.0,5
7686,1,19.0,32263.0,2
7687,1,19.0,0.0,6
7688,3,19.0,25295.0,6
7689,1,19.0,469111.0,3
7690,1,19.0,851024.0,3
7691,3,19.0,631109.0,3
7692,1,12.0,815535.0,3
7693,3,5.0,601458.0,2
7694,1,17.0,54497222.0,5
7695,1,4.0,4776.0,4
